week,City,Neighborhood,Product_id,SKU_id,Channel_id,Sales_count
10/19/2015,Boston,Allston,1,2,2,174
10/12/2015,Boston,Allston,1,2,2,179
10/5/2015,Boston,Allston,1,2,2,193
9/28/2015,Boston,Allston,1,2,2,199
9/21/2015,Boston,Allston,1,2,2,210
9/14/2015,Boston,Allston,1,2,2,215
9/7/2015,Boston,Allston,1,2,2,230
8/31/2015,Boston,Allston,1,2,2,235
8/24/2015,Boston,Allston,1,2,2,240
8/17/2015,Boston,Allston,1,2,2,266
8/10/2015,Boston,Allston,1,2,2,266
8/3/2015,Boston,Allston,1,2,2,294
7/27/2015,Boston,Allston,1,2,2,319
7/20/2015,Boston,Allston,1,2,2,315
7/13/2015,Boston,Allston,1,2,2,316
7/6/2015,Boston,Allston,1,2,2,320
6/29/2015,Boston,Allston,1,2,2,473
6/22/2015,Boston,Allston,1,2,2,292
6/15/2015,Boston,Allston,1,2,2,283
6/8/2015,Boston,Allston,1,2,2,273
6/1/2015,Boston,Allston,1,2,2,274
5/23/2016,Boston,Allston,1,3,1,164
5/16/2016,Boston,Allston,1,3,1,123
5/9/2016,Boston,Allston,1,3,1,84
5/2/2016,Boston,Allston,1,3,1,61
4/25/2016,Boston,Allston,1,3,1,0
4/18/2016,Boston,Allston,1,3,1,0
4/11/2016,Boston,Allston,1,3,1,0
4/4/2016,Boston,Allston,1,3,1,0
3/28/2016,Boston,Allston,1,3,1,0
3/21/2016,Boston,Allston,1,3,1,0
3/14/2016,Boston,Allston,1,3,1,0
3/7/2016,Boston,Allston,1,3,1,0
2/29/2016,Boston,Allston,1,3,1,0
2/22/2016,Boston,Allston,1,3,1,0
2/15/2016,Boston,Allston,1,3,1,0
2/8/2016,Boston,Allston,1,3,1,0
2/1/2016,Boston,Allston,1,3,1,0
1/25/2016,Boston,Allston,1,3,1,0
1/18/2016,Boston,Allston,1,3,1,0
1/11/2016,Boston,Allston,1,3,1,0
1/4/2016,Boston,Allston,1,3,1,0
12/28/2015,Boston,Allston,1,3,1,0
12/21/2015,Boston,Allston,1,3,1,0
12/14/2015,Boston,Allston,1,3,1,0
12/7/2015,Boston,Allston,1,3,1,0
11/30/2015,Boston,Allston,1,3,1,0
11/23/2015,Boston,Allston,1,3,1,0
11/16/2015,Boston,Allston,1,3,1,0
11/9/2015,Boston,Allston,1,3,1,0
11/2/2015,Boston,Allston,1,3,1,0
10/26/2015,Boston,Allston,1,3,1,0
10/19/2015,Boston,Allston,1,3,1,0
10/12/2015,Boston,Allston,1,3,1,0
10/5/2015,Boston,Allston,1,3,1,0
9/28/2015,Boston,Allston,1,3,1,0
9/21/2015,Boston,Allston,1,3,1,0
9/14/2015,Boston,Allston,1,3,1,63
9/7/2015,Boston,Allston,1,3,1,78
8/31/2015,Boston,Allston,1,3,1,181
8/24/2015,Boston,Allston,1,3,1,293
8/17/2015,Boston,Allston,1,3,1,329
8/10/2015,Boston,Allston,1,3,1,351
8/3/2015,Boston,Allston,1,3,1,352
7/27/2015,Boston,Allston,1,3,1,350
7/20/2015,Boston,Allston,1,3,1,298
7/13/2015,Boston,Allston,1,3,1,285
7/6/2015,Boston,Allston,1,3,1,295
6/29/2015,Boston,Allston,1,3,1,525
6/22/2015,Boston,Allston,1,3,1,291
6/15/2015,Boston,Allston,1,3,1,243
6/8/2015,Boston,Allston,1,3,1,238
6/1/2015,Boston,Allston,1,3,1,210
5/23/2016,Boston,Allston,1,3,2,326
5/16/2016,Boston,Allston,1,3,2,309
5/9/2016,Boston,Allston,1,3,2,306
5/2/2016,Boston,Allston,1,3,2,270
4/25/2016,Boston,Allston,1,3,2,263
4/18/2016,Boston,Allston,1,3,2,261
4/11/2016,Boston,Allston,1,3,2,256
4/4/2016,Boston,Allston,1,3,2,241
3/28/2016,Boston,Allston,1,3,2,243
3/21/2016,Boston,Allston,1,3,2,239
3/14/2016,Boston,Allston,1,3,2,242
3/7/2016,Boston,Allston,1,3,2,240
2/29/2016,Boston,Allston,1,3,2,228
2/22/2016,Boston,Allston,1,3,2,211
2/15/2016,Boston,Allston,1,3,2,203
2/8/2016,Boston,Allston,1,3,2,193
2/1/2016,Boston,Allston,1,3,2,194
1/25/2016,Boston,Allston,1,3,2,202
1/18/2016,Boston,Allston,1,3,2,199
1/11/2016,Boston,Allston,1,3,2,200
1/4/2016,Boston,Allston,1,3,2,202
12/28/2015,Boston,Allston,1,3,2,197
12/21/2015,Boston,Allston,1,3,2,193
12/14/2015,Boston,Allston,1,3,2,201
12/7/2015,Boston,Allston,1,3,2,196
11/30/2015,Boston,Allston,1,3,2,200
11/23/2015,Boston,Allston,1,3,2,198
11/16/2015,Boston,Allston,1,3,2,194
11/9/2015,Boston,Allston,1,3,2,201
11/2/2015,Boston,Allston,1,3,2,193
10/26/2015,Boston,Allston,1,3,2,206
10/19/2015,Boston,Allston,1,3,2,214
10/12/2015,Boston,Allston,1,3,2,224
10/5/2015,Boston,Allston,1,3,2,234
9/28/2015,Boston,Allston,1,3,2,241
9/21/2015,Boston,Allston,1,3,2,264
9/14/2015,Boston,Allston,1,3,2,274
9/7/2015,Boston,Allston,1,3,2,290
8/31/2015,Boston,Allston,1,3,2,289
8/24/2015,Boston,Allston,1,3,2,299
8/17/2015,Boston,Allston,1,3,2,325
8/10/2015,Boston,Allston,1,3,2,330
8/3/2015,Boston,Allston,1,3,2,365
7/27/2015,Boston,Allston,1,3,2,388
7/20/2015,Boston,Allston,1,3,2,390
7/13/2015,Boston,Allston,1,3,2,387
7/6/2015,Boston,Allston,1,3,2,394
6/29/2015,Boston,Allston,1,3,2,586
6/22/2015,Boston,Allston,1,3,2,363
6/15/2015,Boston,Allston,1,3,2,351
6/8/2015,Boston,Allston,1,3,2,336
6/1/2015,Boston,Allston,1,3,2,330
5/23/2016,Boston,Back Bay,1,1,1,101
5/16/2016,Boston,Back Bay,1,1,1,73
5/9/2016,Boston,Back Bay,1,1,1,56
5/2/2016,Boston,Back Bay,1,1,1,37
4/25/2016,Boston,Back Bay,1,1,1,0
4/18/2016,Boston,Back Bay,1,1,1,0
4/11/2016,Boston,Back Bay,1,1,1,0
4/4/2016,Boston,Back Bay,1,1,1,0
3/28/2016,Boston,Back Bay,1,1,1,0
3/21/2016,Boston,Back Bay,1,1,1,0
3/14/2016,Boston,Back Bay,1,1,1,0
3/7/2016,Boston,Back Bay,1,1,1,0
2/29/2016,Boston,Back Bay,1,1,1,0
2/22/2016,Boston,Back Bay,1,1,1,0
2/15/2016,Boston,Back Bay,1,1,1,0
2/8/2016,Boston,Back Bay,1,1,1,0
2/1/2016,Boston,Back Bay,1,1,1,0
1/25/2016,Boston,Back Bay,1,1,1,0
1/18/2016,Boston,Back Bay,1,1,1,0
1/11/2016,Boston,Back Bay,1,1,1,0
1/4/2016,Boston,Back Bay,1,1,1,0
12/28/2015,Boston,Back Bay,1,1,1,0
12/21/2015,Boston,Back Bay,1,1,1,0
12/14/2015,Boston,Back Bay,1,1,1,0
12/7/2015,Boston,Back Bay,1,1,1,0
11/30/2015,Boston,Back Bay,1,1,1,0
11/23/2015,Boston,Back Bay,1,1,1,0
11/16/2015,Boston,Back Bay,1,1,1,0
11/9/2015,Boston,Back Bay,1,1,1,0
11/2/2015,Boston,Back Bay,1,1,1,0
10/26/2015,Boston,Back Bay,1,1,1,0
10/19/2015,Boston,Back Bay,1,1,1,0
10/12/2015,Boston,Back Bay,1,1,1,0
10/5/2015,Boston,Back Bay,1,1,1,0
9/28/2015,Boston,Back Bay,1,1,1,0
9/21/2015,Boston,Back Bay,1,1,1,0
9/14/2015,Boston,Back Bay,1,1,1,41
9/7/2015,Boston,Back Bay,1,1,1,51
8/31/2015,Boston,Back Bay,1,1,1,111
8/24/2015,Boston,Back Bay,1,1,1,174
8/17/2015,Boston,Back Bay,1,1,1,191
8/10/2015,Boston,Back Bay,1,1,1,207
8/3/2015,Boston,Back Bay,1,1,1,205
7/27/2015,Boston,Back Bay,1,1,1,206
7/20/2015,Boston,Back Bay,1,1,1,177
7/13/2015,Boston,Back Bay,1,1,1,169
7/6/2015,Boston,Back Bay,1,1,1,176
6/29/2015,Boston,Back Bay,1,1,1,307
6/22/2015,Boston,Back Bay,1,1,1,171
6/15/2015,Boston,Back Bay,1,1,1,150
6/8/2015,Boston,Back Bay,1,1,1,138
6/1/2015,Boston,Back Bay,1,1,1,125
5/23/2016,Boston,Back Bay,1,1,2,352
5/16/2016,Boston,Back Bay,1,1,2,328
5/9/2016,Boston,Back Bay,1,1,2,326
5/2/2016,Boston,Back Bay,1,1,2,290
4/25/2016,Boston,Back Bay,1,1,2,288
4/18/2016,Boston,Back Bay,1,1,2,276
4/11/2016,Boston,Back Bay,1,1,2,272
4/4/2016,Boston,Back Bay,1,1,2,269
3/28/2016,Boston,Back Bay,1,1,2,260
3/21/2016,Boston,Back Bay,1,1,2,266
3/14/2016,Boston,Back Bay,1,1,2,263
3/7/2016,Boston,Back Bay,1,1,2,255
2/29/2016,Boston,Back Bay,1,1,2,240
2/22/2016,Boston,Back Bay,1,1,2,227
2/15/2016,Boston,Back Bay,1,1,2,211
2/8/2016,Boston,Back Bay,1,1,2,216
2/1/2016,Boston,Back Bay,1,1,2,215
1/25/2016,Boston,Back Bay,1,1,2,210
1/18/2016,Boston,Back Bay,1,1,2,209
1/11/2016,Boston,Back Bay,1,1,2,210
1/4/2016,Boston,Back Bay,1,1,2,216
12/28/2015,Boston,Back Bay,1,1,2,210
12/21/2015,Boston,Back Bay,1,1,2,217
12/14/2015,Boston,Back Bay,1,1,2,215
12/7/2015,Boston,Back Bay,1,1,2,210
11/30/2015,Boston,Back Bay,1,1,2,217
11/23/2015,Boston,Back Bay,1,1,2,211
11/16/2015,Boston,Back Bay,1,1,2,213
11/9/2015,Boston,Back Bay,1,1,2,208
11/2/2015,Boston,Back Bay,1,1,2,212
10/26/2015,Boston,Back Bay,1,1,2,226
10/19/2015,Boston,Back Bay,1,1,2,236
10/12/2015,Boston,Back Bay,1,1,2,248
10/5/2015,Boston,Back Bay,1,1,2,254
9/28/2015,Boston,Back Bay,1,1,2,261
9/21/2015,Boston,Back Bay,1,1,2,279
9/14/2015,Boston,Back Bay,1,1,2,288
9/7/2015,Boston,Back Bay,1,1,2,307
8/31/2015,Boston,Back Bay,1,1,2,317
8/24/2015,Boston,Back Bay,1,1,2,322
8/17/2015,Boston,Back Bay,1,1,2,344
8/10/2015,Boston,Back Bay,1,1,2,355
8/3/2015,Boston,Back Bay,1,1,2,390
7/27/2015,Boston,Back Bay,1,1,2,420
7/20/2015,Boston,Back Bay,1,1,2,421
7/13/2015,Boston,Back Bay,1,1,2,425
7/6/2015,Boston,Back Bay,1,1,2,426
6/29/2015,Boston,Back Bay,1,1,2,624
6/22/2015,Boston,Back Bay,1,1,2,390
6/15/2015,Boston,Back Bay,1,1,2,373
6/8/2015,Boston,Back Bay,1,1,2,365
6/1/2015,Boston,Back Bay,1,1,2,358
5/23/2016,Boston,Back Bay,1,2,1,258
5/16/2016,Boston,Back Bay,1,2,1,191
5/9/2016,Boston,Back Bay,1,2,1,131
5/2/2016,Boston,Back Bay,1,2,1,99
4/25/2016,Boston,Back Bay,1,2,1,0
4/18/2016,Boston,Back Bay,1,2,1,0
4/11/2016,Boston,Back Bay,1,2,1,0
4/4/2016,Boston,Back Bay,1,2,1,0
3/28/2016,Boston,Back Bay,1,2,1,0
3/21/2016,Boston,Back Bay,1,2,1,0
3/14/2016,Boston,Back Bay,1,2,1,0
3/7/2016,Boston,Back Bay,1,2,1,0
2/29/2016,Boston,Back Bay,1,2,1,0
2/22/2016,Boston,Back Bay,1,2,1,0
2/15/2016,Boston,Back Bay,1,2,1,0
2/8/2016,Boston,Back Bay,1,2,1,0
2/1/2016,Boston,Back Bay,1,2,1,0
1/25/2016,Boston,Back Bay,1,2,1,0
1/18/2016,Boston,Back Bay,1,2,1,0
1/11/2016,Boston,Back Bay,1,2,1,0
1/4/2016,Boston,Back Bay,1,2,1,0
12/28/2015,Boston,Back Bay,1,2,1,0
12/21/2015,Boston,Back Bay,1,2,1,0
12/14/2015,Boston,Back Bay,1,2,1,0
12/7/2015,Boston,Back Bay,1,2,1,0
11/30/2015,Boston,Back Bay,1,2,1,0
11/23/2015,Boston,Back Bay,1,2,1,0
11/16/2015,Boston,Back Bay,1,2,1,0
11/9/2015,Boston,Back Bay,1,2,1,0
11/2/2015,Boston,Back Bay,1,2,1,0
10/26/2015,Boston,Back Bay,1,2,1,0
10/19/2015,Boston,Back Bay,1,2,1,0
10/12/2015,Boston,Back Bay,1,2,1,0
10/5/2015,Boston,Back Bay,1,2,1,0
9/28/2015,Boston,Back Bay,1,2,1,0
9/21/2015,Boston,Back Bay,1,2,1,0
9/14/2015,Boston,Back Bay,1,2,1,97
9/7/2015,Boston,Back Bay,1,2,1,119
8/31/2015,Boston,Back Bay,1,2,1,276
8/24/2015,Boston,Back Bay,1,2,1,458
8/17/2015,Boston,Back Bay,1,2,1,513
8/10/2015,Boston,Back Bay,1,2,1,556
8/3/2015,Boston,Back Bay,1,2,1,549
7/27/2015,Boston,Back Bay,1,2,1,554
7/20/2015,Boston,Back Bay,1,2,1,459
7/13/2015,Boston,Back Bay,1,2,1,447
7/6/2015,Boston,Back Bay,1,2,1,463
6/29/2015,Boston,Back Bay,1,2,1,827
6/22/2015,Boston,Back Bay,1,2,1,462
6/15/2015,Boston,Back Bay,1,2,1,389
6/8/2015,Boston,Back Bay,1,2,1,373
6/1/2015,Boston,Back Bay,1,2,1,329
5/23/2016,Boston,Back Bay,1,2,2,271
5/16/2016,Boston,Back Bay,1,2,2,245
5/9/2016,Boston,Back Bay,1,2,2,246
5/2/2016,Boston,Back Bay,1,2,2,222
4/25/2016,Boston,Back Bay,1,2,2,213
4/18/2016,Boston,Back Bay,1,2,2,208
4/11/2016,Boston,Back Bay,1,2,2,207
4/4/2016,Boston,Back Bay,1,2,2,202
3/28/2016,Boston,Back Bay,1,2,2,202
3/21/2016,Boston,Back Bay,1,2,2,194
3/14/2016,Boston,Back Bay,1,2,2,198
3/7/2016,Boston,Back Bay,1,2,2,191
2/29/2016,Boston,Back Bay,1,2,2,187
2/22/2016,Boston,Back Bay,1,2,2,168
2/15/2016,Boston,Back Bay,1,2,2,160
2/8/2016,Boston,Back Bay,1,2,2,157
2/1/2016,Boston,Back Bay,1,2,2,160
1/25/2016,Boston,Back Bay,1,2,2,160
1/18/2016,Boston,Back Bay,1,2,2,161
1/11/2016,Boston,Back Bay,1,2,2,165
1/4/2016,Boston,Back Bay,1,2,2,162
12/28/2015,Boston,Back Bay,1,2,2,158
12/21/2015,Boston,Back Bay,1,2,2,166
12/14/2015,Boston,Back Bay,1,2,2,164
12/7/2015,Boston,Back Bay,1,2,2,158
11/30/2015,Boston,Back Bay,1,2,2,165
11/23/2015,Boston,Back Bay,1,2,2,163
11/16/2015,Boston,Back Bay,1,2,2,164
11/9/2015,Boston,Back Bay,1,2,2,159
11/2/2015,Boston,Back Bay,1,2,2,160
10/26/2015,Boston,Back Bay,1,2,2,167
10/19/2015,Boston,Back Bay,1,2,2,173
10/12/2015,Boston,Back Bay,1,2,2,182
10/5/2015,Boston,Back Bay,1,2,2,185
9/28/2015,Boston,Back Bay,1,2,2,198
9/21/2015,Boston,Back Bay,1,2,2,211
9/14/2015,Boston,Back Bay,1,2,2,225
9/7/2015,Boston,Back Bay,1,2,2,227
8/31/2015,Boston,Back Bay,1,2,2,232
8/24/2015,Boston,Back Bay,1,2,2,248
8/17/2015,Boston,Back Bay,1,2,2,258
8/10/2015,Boston,Back Bay,1,2,2,267
8/3/2015,Boston,Back Bay,1,2,2,291
7/27/2015,Boston,Back Bay,1,2,2,316
7/20/2015,Boston,Back Bay,1,2,2,321
7/13/2015,Boston,Back Bay,1,2,2,318
7/6/2015,Boston,Back Bay,1,2,2,314
6/29/2015,Boston,Back Bay,1,2,2,474
6/22/2015,Boston,Back Bay,1,2,2,292
6/15/2015,Boston,Back Bay,1,2,2,285
6/8/2015,Boston,Back Bay,1,2,2,273
6/1/2015,Boston,Back Bay,1,2,2,271
5/23/2016,Boston,Back Bay,1,3,1,164
5/16/2016,Boston,Back Bay,1,3,1,118
5/9/2016,Boston,Back Bay,1,3,1,84
5/2/2016,Boston,Back Bay,1,3,1,59
4/25/2016,Boston,Back Bay,1,3,1,0
4/18/2016,Boston,Back Bay,1,3,1,0
4/11/2016,Boston,Back Bay,1,3,1,0
4/4/2016,Boston,Back Bay,1,3,1,0
3/28/2016,Boston,Back Bay,1,3,1,0
3/21/2016,Boston,Back Bay,1,3,1,0
3/14/2016,Boston,Back Bay,1,3,1,0
3/7/2016,Boston,Back Bay,1,3,1,0
2/29/2016,Boston,Back Bay,1,3,1,0
2/22/2016,Boston,Back Bay,1,3,1,0
2/15/2016,Boston,Back Bay,1,3,1,0
2/8/2016,Boston,Back Bay,1,3,1,0
2/1/2016,Boston,Back Bay,1,3,1,0
1/25/2016,Boston,Back Bay,1,3,1,0
1/18/2016,Boston,Back Bay,1,3,1,0
1/11/2016,Boston,Back Bay,1,3,1,0
1/4/2016,Boston,Back Bay,1,3,1,0
12/28/2015,Boston,Back Bay,1,3,1,0
12/21/2015,Boston,Back Bay,1,3,1,0
12/14/2015,Boston,Back Bay,1,3,1,0
12/7/2015,Boston,Back Bay,1,3,1,0
11/30/2015,Boston,Back Bay,1,3,1,0
11/23/2015,Boston,Back Bay,1,3,1,0
11/16/2015,Boston,Back Bay,1,3,1,0
11/9/2015,Boston,Back Bay,1,3,1,0
11/2/2015,Boston,Back Bay,1,3,1,0
10/26/2015,Boston,Back Bay,1,3,1,0
10/19/2015,Boston,Back Bay,1,3,1,0
10/12/2015,Boston,Back Bay,1,3,1,0
10/5/2015,Boston,Back Bay,1,3,1,0
9/28/2015,Boston,Back Bay,1,3,1,0
9/21/2015,Boston,Back Bay,1,3,1,0
9/14/2015,Boston,Back Bay,1,3,1,62
9/7/2015,Boston,Back Bay,1,3,1,75
8/31/2015,Boston,Back Bay,1,3,1,179
8/24/2015,Boston,Back Bay,1,3,1,292
8/17/2015,Boston,Back Bay,1,3,1,324
8/10/2015,Boston,Back Bay,1,3,1,351
8/3/2015,Boston,Back Bay,1,3,1,347
7/27/2015,Boston,Back Bay,1,3,1,345
7/20/2015,Boston,Back Bay,1,3,1,291
7/13/2015,Boston,Back Bay,1,3,1,280
7/6/2015,Boston,Back Bay,1,3,1,294
6/29/2015,Boston,Back Bay,1,3,1,526
6/22/2015,Boston,Back Bay,1,3,1,289
6/15/2015,Boston,Back Bay,1,3,1,245
6/8/2015,Boston,Back Bay,1,3,1,236
6/1/2015,Boston,Back Bay,1,3,1,213
5/23/2016,Boston,Back Bay,1,3,2,327
5/16/2016,Boston,Back Bay,1,3,2,305
5/9/2016,Boston,Back Bay,1,3,2,299
5/2/2016,Boston,Back Bay,1,3,2,275
4/25/2016,Boston,Back Bay,1,3,2,267
4/18/2016,Boston,Back Bay,1,3,2,257
4/11/2016,Boston,Back Bay,1,3,2,250
4/4/2016,Boston,Back Bay,1,3,2,250
3/28/2016,Boston,Back Bay,1,3,2,245
3/21/2016,Boston,Back Bay,1,3,2,246
3/14/2016,Boston,Back Bay,1,3,2,240
3/7/2016,Boston,Back Bay,1,3,2,236
2/29/2016,Boston,Back Bay,1,3,2,227
2/22/2016,Boston,Back Bay,1,3,2,212
2/15/2016,Boston,Back Bay,1,3,2,193
2/8/2016,Boston,Back Bay,1,3,2,201
2/1/2016,Boston,Back Bay,1,3,2,194
